mechanism,severity,signed_parameter,mechanism_direction,seed,cumulative_model_error,maximum_model_error,proposal_mismatch_steps,final_model_error,observed_fraction_full_sequence,observed_fraction_evaluation_window
delay,0.0,0.0,past_reference,52059,2.04069074,0.745223359,1,0.021615335,1.0,1.0
delay,1.0,1.0,past_reference,52059,3.671826222,1.652839359,2,0.010785078,1.0,1.0
delay,3.0,3.0,past_reference,52059,6.798373869,1.652772708,4,0.016689982,1.0,1.0
delay,5.0,5.0,past_reference,52059,9.774283837,1.652756046,6,0.021735006,1.0,1.0
delay,0.0,0.0,past_reference,52060,2.638573518,0.853554518,2,0.114445586,1.0,1.0
delay,1.0,1.0,past_reference,52060,4.068530464,1.544418678,3,0.028891173,1.0,1.0
delay,3.0,3.0,past_reference,52060,7.05948063,1.544406566,5,0.022456874,1.0,1.0
delay,5.0,5.0,past_reference,52060,9.936718965,1.544403539,7,0.039995077,1.0,1.0
delay,0.0,0.0,past_reference,52061,2.587687987,0.838105655,2,0.033909206,1.0,1.0
delay,1.0,1.0,past_reference,52061,4.174941897,1.621094717,3,0.067834087,1.0,1.0
delay,3.0,3.0,past_reference,52061,7.258994627,1.63865743,5,0.101335879,1.0,1.0
delay,5.0,5.0,past_reference,52061,10.574920887,1.729706101,7,0.05918372,1.0,1.0
delay,0.0,0.0,past_reference,52062,2.292608337,0.872980282,2,0.02856809,1.0,1.0
delay,1.0,1.0,past_reference,52062,3.838636381,1.57463556,3,0.001907266,1.0,1.0
delay,3.0,3.0,past_reference,52062,6.813206589,1.574605522,5,0.083391871,1.0,1.0
delay,5.0,5.0,past_reference,52062,9.708145224,1.574598012,7,0.11004412,1.0,1.0
delay,0.0,0.0,past_reference,52063,2.574767442,0.852909558,3,0.10260026,1.0,1.0
delay,1.0,1.0,past_reference,52063,4.120689255,1.648500379,4,0.106183238,1.0,1.0
delay,3.0,3.0,past_reference,52063,7.233660373,1.648516699,6,0.006325974,1.0,1.0
delay,5.0,5.0,past_reference,52063,10.471093582,1.648520779,8,0.008352849,1.0,1.0
delay,0.0,0.0,past_reference,52064,2.122000498,0.805400357,2,0.090395893,1.0,1.0
delay,1.0,1.0,past_reference,52064,3.531846656,1.500316517,3,0.006611066,1.0,1.0
delay,3.0,3.0,past_reference,52064,6.637256137,1.599300771,5,0.015666116,1.0,1.0
delay,5.0,5.0,past_reference,52064,9.86140682,1.665363332,7,7.7073e-05,1.0,1.0
delay,0.0,0.0,past_reference,52065,2.114678313,0.713888806,2,0.03345431,1.0,1.0
delay,1.0,1.0,past_reference,52065,3.661204261,1.58003055,3,0.035898038,1.0,1.0
delay,3.0,3.0,past_reference,52065,6.859957627,1.672059334,5,0.062092277,1.0,1.0
delay,5.0,5.0,past_reference,52065,10.057781631,1.678505002,7,0.096866179,1.0,1.0
delay,0.0,0.0,past_reference,52066,2.076541767,0.698874191,2,0.027179586,1.0,1.0
delay,1.0,1.0,past_reference,52066,3.534064669,1.484676966,3,0.050781686,1.0,1.0
delay,3.0,3.0,past_reference,52066,6.466239044,1.615249263,5,0.022427557,1.0,1.0
delay,5.0,5.0,past_reference,52066,9.718884636,1.657134297,7,0.056140063,1.0,1.0
delay,0.0,0.0,past_reference,52067,2.008445819,0.687421414,2,0.02139891,1.0,1.0
delay,1.0,1.0,past_reference,52067,3.54841992,1.561330573,3,0.019481296,1.0,1.0
delay,3.0,3.0,past_reference,52067,6.782263584,1.691932059,5,0.027813747,1.0,1.0
delay,5.0,5.0,past_reference,52067,9.98210009,1.691971234,7,0.034515392,1.0,1.0
delay,0.0,0.0,past_reference,52068,2.162947784,0.813334917,2,0.025687205,1.0,1.0
delay,1.0,1.0,past_reference,52068,3.705131351,1.567851744,3,0.07925695,1.0,1.0
delay,3.0,3.0,past_reference,52068,6.692367958,1.59870314,5,0.12682324,1.0,1.0
delay,5.0,5.0,past_reference,52068,9.7914608,1.674965556,7,0.037325112,1.0,1.0
delay,0.0,0.0,past_reference,52069,2.169741882,0.888588739,2,0.040546122,1.0,1.0
delay,1.0,1.0,past_reference,52069,3.73338717,1.604186847,3,0.000994719,1.0,1.0
delay,3.0,3.0,past_reference,52069,6.794335656,1.604190283,5,0.017486815,1.0,1.0
delay,5.0,5.0,past_reference,52069,9.933861422,1.612813069,7,0.022143333,1.0,1.0
delay,0.0,0.0,past_reference,52070,2.36291314,0.80803706,2,0.007234886,1.0,1.0
delay,1.0,1.0,past_reference,52070,3.971310127,1.61567861,3,0.056730584,1.0,1.0
delay,3.0,3.0,past_reference,52070,6.977283907,1.615638751,5,0.034935415,1.0,1.0
delay,5.0,5.0,past_reference,52070,10.094711125,1.615628786,7,0.082222107,1.0,1.0
delay,0.0,0.0,past_reference,52071,2.324551441,0.765310461,1,0.029550739,1.0,1.0
delay,1.0,1.0,past_reference,52071,3.872650367,1.577652661,2,0.026899342,1.0,1.0
delay,3.0,3.0,past_reference,52071,6.642758713,1.577650408,4,0.028634564,1.0,1.0
delay,5.0,5.0,past_reference,52071,9.629331794,1.577649845,6,0.058278616,1.0,1.0
delay,0.0,0.0,past_reference,52072,2.190422666,0.752097286,2,0.058325883,1.0,1.0
delay,1.0,1.0,past_reference,52072,3.765694216,1.633538594,3,0.034382278,1.0,1.0
delay,3.0,3.0,past_reference,52072,6.91359799,1.63358867,5,0.034882916,1.0,1.0
delay,5.0,5.0,past_reference,52072,10.048066861,1.633601189,7,0.042570038,1.0,1.0
delay,0.0,0.0,past_reference,52073,2.259470524,0.831371934,2,0.009030817,1.0,1.0
delay,1.0,1.0,past_reference,52073,3.807238484,1.556842893,3,0.008484399,1.0,1.0
delay,3.0,3.0,past_reference,52073,6.854716466,1.566614315,5,0.026289834,1.0,1.0
delay,5.0,5.0,past_reference,52073,9.909033446,1.593690687,7,0.01353416,1.0,1.0
delay,0.0,0.0,past_reference,52074,2.39914318,0.858436026,2,0.068906729,1.0,1.0
delay,1.0,1.0,past_reference,52074,3.944138558,1.613992443,3,0.02527698,1.0,1.0
delay,3.0,3.0,past_reference,52074,7.089463546,1.613923097,5,0.061925094,1.0,1.0
delay,5.0,5.0,past_reference,52074,10.217481712,1.644734495,7,0.029009201,1.0,1.0
delay,0.0,0.0,past_reference,52075,2.064353722,0.852134726,2,0.054530364,1.0,1.0
delay,1.0,1.0,past_reference,52075,3.631498232,1.62167686,3,0.012846403,1.0,1.0
delay,3.0,3.0,past_reference,52075,6.725529818,1.62167529,5,0.014290379,1.0,1.0
delay,5.0,5.0,past_reference,52075,9.882149793,1.621674898,7,0.054352184,1.0,1.0
delay,0.0,0.0,past_reference,52076,2.267431704,0.826130321,2,0.014122739,1.0,1.0
delay,1.0,1.0,past_reference,52076,3.899185044,1.645791989,3,0.028505227,1.0,1.0
delay,3.0,3.0,past_reference,52076,6.971702822,1.645855223,5,0.020145799,1.0,1.0
delay,5.0,5.0,past_reference,52076,10.031086832,1.645871032,7,0.059255651,1.0,1.0
delay,0.0,0.0,past_reference,52077,2.207439127,0.733571177,2,0.005111885,1.0,1.0
delay,1.0,1.0,past_reference,52077,3.814855742,1.612588202,3,0.009436186,1.0,1.0
delay,3.0,3.0,past_reference,52077,6.954313358,1.612542724,5,0.045569699,1.0,1.0
delay,5.0,5.0,past_reference,52077,9.914785153,1.612531355,7,0.037220996,1.0,1.0
delay,0.0,0.0,past_reference,52078,2.044517188,0.79092836,2,0.027728816,1.0,1.0
delay,1.0,1.0,past_reference,52078,3.63511858,1.618323157,3,0.076489773,1.0,1.0
delay,3.0,3.0,past_reference,52078,6.647350843,1.618328741,5,0.070644641,1.0,1.0
delay,5.0,5.0,past_reference,52078,9.767876494,1.644120991,7,0.006790842,1.0,1.0
delay,0.0,0.0,past_reference,52079,2.175330953,0.832595762,2,0.043528558,1.0,1.0
delay,1.0,1.0,past_reference,52079,3.732911895,1.601116669,3,0.086496715,1.0,1.0
delay,3.0,3.0,past_reference,52079,6.816934002,1.622485201,5,0.030762604,1.0,1.0
delay,5.0,5.0,past_reference,52079,9.914382291,1.623617303,7,0.01573936,1.0,1.0
delay,0.0,0.0,past_reference,52080,2.133510802,0.750040157,2,0.055619608,1.0,1.0
delay,1.0,1.0,past_reference,52080,3.655104541,1.577173651,3,0.059209408,1.0,1.0
delay,3.0,3.0,past_reference,52080,6.780729964,1.615518707,5,0.046815307,1.0,1.0
delay,5.0,5.0,past_reference,52080,9.909524675,1.635650911,7,0.025586178,1.0,1.0
delay,0.0,0.0,past_reference,52081,2.429757273,0.836582043,3,0.081636098,1.0,1.0
delay,1.0,1.0,past_reference,52081,4.011375063,1.663222309,4,0.060879342,1.0,1.0
delay,3.0,3.0,past_reference,52081,6.960159512,1.663247306,6,0.083141642,1.0,1.0
delay,5.0,5.0,past_reference,52081,9.875855855,1.663253555,8,0.00353664,1.0,1.0
delay,0.0,0.0,past_reference,52082,1.96745138,0.715884147,2,0.029516661,1.0,1.0
delay,1.0,1.0,past_reference,52082,3.515161523,1.577249226,3,0.034190348,1.0,1.0
delay,3.0,3.0,past_reference,52082,6.511900247,1.577232359,5,0.005407485,1.0,1.0
delay,5.0,5.0,past_reference,52082,9.624674198,1.584414441,7,0.10607482,1.0,1.0
delay,0.0,0.0,past_reference,52083,2.182691211,0.836787629,2,0.099734386,1.0,1.0
delay,1.0,1.0,past_reference,52083,3.692344892,1.609361356,3,0.010866265,1.0,1.0
delay,3.0,3.0,past_reference,52083,6.812111215,1.620779961,5,0.038919275,1.0,1.0
delay,5.0,5.0,past_reference,52083,9.849848047,1.637711626,7,0.056811613,1.0,1.0
delay,0.0,0.0,past_reference,52084,1.94662093,0.768575057,2,0.003282096,1.0,1.0
delay,1.0,1.0,past_reference,52084,3.635127216,1.691810416,3,0.075676252,1.0,1.0
delay,3.0,3.0,past_reference,52084,6.846587315,1.698592523,5,0.032542922,1.0,1.0
delay,5.0,5.0,past_reference,52084,9.978442503,1.698583924,7,0.107717112,1.0,1.0
delay,0.0,0.0,past_reference,52085,2.026214009,0.750064937,2,0.00701747,1.0,1.0
delay,1.0,1.0,past_reference,52085,3.603669788,1.584513512,3,0.08348878,1.0,1.0
delay,3.0,3.0,past_reference,52085,6.796536822,1.65947797,5,0.00092435,1.0,1.0
delay,5.0,5.0,past_reference,52085,9.892540352,1.659462751,7,0.006580847,1.0,1.0
delay,0.0,0.0,past_reference,52086,1.831082632,0.776260119,2,0.053969955,1.0,1.0
delay,1.0,1.0,past_reference,52086,3.369888237,1.5927663,3,0.053541772,1.0,1.0
delay,3.0,3.0,past_reference,52086,6.639447272,1.667093021,5,0.096257866,1.0,1.0
delay,5.0,5.0,past_reference,52086,9.663737411,1.667096532,7,0.059012361,1.0,1.0
delay,0.0,0.0,past_reference,52087,2.136760312,0.795593582,2,0.026197622,1.0,1.0
delay,1.0,1.0,past_reference,52087,3.748815471,1.638330849,3,0.022620957,1.0,1.0
delay,3.0,3.0,past_reference,52087,6.923069731,1.686503866,5,0.045573543,1.0,1.0
delay,5.0,5.0,past_reference,52087,10.103171776,1.686471458,7,0.042942761,1.0,1.0
delay,0.0,0.0,past_reference,52088,2.235404545,0.826867196,2,0.024075898,1.0,1.0
delay,1.0,1.0,past_reference,52088,3.80871559,1.597414154,3,0.003400887,1.0,1.0
delay,3.0,3.0,past_reference,52088,7.030848154,1.651182848,5,0.023789007,1.0,1.0
delay,5.0,5.0,past_reference,52088,10.194562078,1.651172353,7,0.038515036,1.0,1.0
delay,0.0,0.0,past_reference,52089,2.364156668,0.936160007,2,0.0818414,1.0,1.0
delay,1.0,1.0,past_reference,52089,3.957355644,1.6750895,3,0.072844905,1.0,1.0
delay,3.0,3.0,past_reference,52089,6.971479184,1.675052641,5,0.047554887,1.0,1.0
delay,5.0,5.0,past_reference,52089,10.047605207,1.675043427,7,0.007026499,1.0,1.0
delay,0.0,0.0,past_reference,52090,2.273451769,0.835440265,2,0.067660349,1.0,1.0
delay,1.0,1.0,past_reference,52090,3.787405764,1.581689853,3,0.045276906,1.0,1.0
delay,3.0,3.0,past_reference,52090,6.94572477,1.641686921,5,0.015884433,1.0,1.0
delay,5.0,5.0,past_reference,52090,10.082754332,1.64165794,7,0.011558538,1.0,1.0
delay,0.0,0.0,past_reference,52091,2.276137533,0.834156465,2,0.02005404,1.0,1.0
delay,1.0,1.0,past_reference,52091,3.799749962,1.54373088,3,0.031579996,1.0,1.0
delay,3.0,3.0,past_reference,52091,6.847813296,1.577337546,5,0.030921455,1.0,1.0
delay,5.0,5.0,past_reference,52091,9.91563633,1.585937946,7,0.052596565,1.0,1.0
delay,0.0,0.0,past_reference,52092,2.11481297,0.819021739,2,0.120934291,1.0,1.0
delay,1.0,1.0,past_reference,52092,3.643523255,1.649595812,3,0.076575672,1.0,1.0
delay,3.0,3.0,past_reference,52092,6.930064133,1.691931794,5,0.03974177,1.0,1.0
delay,5.0,5.0,past_reference,52092,10.001248883,1.691969852,7,0.001835102,1.0,1.0
delay,0.0,0.0,past_reference,52093,2.520486592,0.866918779,2,0.003329999,1.0,1.0
delay,1.0,1.0,past_reference,52093,4.17572707,1.658622031,3,0.040205556,1.0,1.0
delay,3.0,3.0,past_reference,52093,7.333106308,1.670419702,5,0.039915768,1.0,1.0
delay,5.0,5.0,past_reference,52093,10.421641205,1.670400367,7,0.034419891,1.0,1.0
delay,0.0,0.0,past_reference,52094,2.378231671,0.874020311,2,0.050080429,1.0,1.0
delay,1.0,1.0,past_reference,52094,3.899793316,1.571652819,3,0.056623361,1.0,1.0
delay,3.0,3.0,past_reference,52094,6.903136289,1.618620327,5,0.014655957,1.0,1.0
delay,5.0,5.0,past_reference,52094,10.079078339,1.618612013,7,0.016610256,1.0,1.0
delay,0.0,0.0,past_reference,52095,2.20645306,0.836835779,2,0.117863784,1.0,1.0
delay,1.0,1.0,past_reference,52095,3.731374958,1.642782147,3,0.056952706,1.0,1.0
delay,3.0,3.0,past_reference,52095,6.845588497,1.642784798,5,0.043234214,1.0,1.0
delay,5.0,5.0,past_reference,52095,9.905080625,1.642785461,7,0.039729836,1.0,1.0
delay,0.0,0.0,past_reference,52096,2.349532869,0.915195916,2,0.078990887,1.0,1.0
delay,1.0,1.0,past_reference,52096,3.975760673,1.705233477,3,0.028644275,1.0,1.0
delay,3.0,3.0,past_reference,52096,7.114186508,1.705221728,5,0.087019127,1.0,1.0
delay,5.0,5.0,past_reference,52096,10.207923142,1.705218791,7,0.030887921,1.0,1.0
delay,0.0,0.0,past_reference,52097,2.049523371,0.709201325,2,0.056325228,1.0,1.0
delay,1.0,1.0,past_reference,52097,3.564078509,1.570921763,3,0.049649985,1.0,1.0
delay,3.0,3.0,past_reference,52097,6.692618579,1.623876428,5,0.019361501,1.0,1.0
delay,5.0,5.0,past_reference,52097,9.907064436,1.632905969,7,0.01231536,1.0,1.0
delay,0.0,0.0,past_reference,52098,1.933366365,0.806846681,2,0.011128361,1.0,1.0
delay,1.0,1.0,past_reference,52098,3.551100997,1.628849869,3,0.012087854,1.0,1.0
delay,3.0,3.0,past_reference,52098,6.681216279,1.658459835,5,0.058869986,1.0,1.0
delay,5.0,5.0,past_reference,52098,9.90288764,1.695321165,7,0.014111675,1.0,1.0
delay,0.0,0.0,past_reference,52099,2.198504714,0.793443474,2,0.020878932,1.0,1.0
delay,1.0,1.0,past_reference,52099,3.67187326,1.494186106,3,0.023094525,1.0,1.0
delay,3.0,3.0,past_reference,52099,6.85540584,1.653821505,5,0.12224784,1.0,1.0
delay,5.0,5.0,past_reference,52099,9.936073205,1.672131194,7,0.089261245,1.0,1.0
